Concept,Taxonomy,Value,Filing Date,End Date,Unit,Fiscal Period,Form Type,Accession Number
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,737000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,758000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,757000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,758000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,447000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,498000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,809000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,652000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,1728000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,1728000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,us-gaap,1382000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,299000000,2012-04-19,2012-03-31,USD,Q3,10-Q,0001193125-12-170665
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,304000000,2012-07-26,2012-06-30,USD,FY,10-K,0001193125-12-316848
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,361000000,2012-10-18,2012-09-30,USD,Q1,10-Q,0001193125-12-427209
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,377000000,2013-01-24,2012-12-31,USD,Q2,10-Q,0001193125-13-022207
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,389000000,2013-04-18,2013-03-31,USD,Q3,10-Q,0001193125-13-160748
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,281000000,2013-07-30,2013-06-30,USD,FY,10-K,0001193125-13-310206
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,281000000,2013-11-26,2013-06-30,USD,FY,8-K,0001193125-13-455144
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,287000000,2013-10-24,2013-09-30,USD,Q1,10-Q,0001193125-13-409855
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,297000000,2014-01-23,2013-12-31,USD,Q2,10-Q,0001193125-14-018634
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,310000000,2014-04-24,2014-03-31,USD,Q3,10-Q,0001193125-14-157088
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,661000000,2014-07-31,2014-06-30,USD,FY,10-K,0001193125-14-289961
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,676000000,2014-10-23,2014-09-30,USD,Q1,10-Q,0001193125-14-380252
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,843000000,2015-01-26,2014-12-31,USD,Q2,10-Q,0001193125-15-020351
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,837000000,2015-04-23,2015-03-31,USD,Q3,10-Q,0001193125-15-144151
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,554000000,2015-07-31,2015-06-30,USD,FY,10-K,0001193125-15-272806
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,554000000,2015-10-27,2015-06-30,USD,,8-K,0001193125-15-353706
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,568000000,2015-10-22,2015-09-30,USD,Q1,10-Q,0001193125-15-350718
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,583000000,2016-01-28,2015-12-31,USD,Q2,10-Q,0001193125-16-441821
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,602000000,2016-04-21,2016-03-31,USD,Q3,10-Q,0001193125-16-550254
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,448000000,2016-07-28,2016-06-30,USD,FY,10-K,0001193125-16-662209
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,456000000,2016-10-20,2016-09-30,USD,Q1,10-Q,0001193125-16-742796
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1168000000,2017-01-26,2016-12-31,USD,Q2,10-Q,0001564590-17-000654
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1148000000,2017-04-27,2017-03-31,USD,Q3,10-Q,0001564590-17-007547
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1006000000,2017-08-02,2017-06-30,USD,FY,10-K,0001564590-17-014900
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1006000000,2017-10-26,2017-09-30,USD,Q1,10-Q,0001564590-17-020171
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1005000000,2018-01-31,2017-12-31,USD,Q2,10-Q,0001564590-18-001129
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1020000000,2018-04-26,2018-03-31,USD,Q3,10-Q,0001564590-18-009307
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,949000000,2018-08-03,2018-06-30,USD,FY,10-K,0001564590-18-019062
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,972000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1182000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1197000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1053000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1087000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1088000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1099000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,851000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,487000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,490000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,723000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,755000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,547000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,554000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1110000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1227000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,826000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,874000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,900000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,929000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,675000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1864000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1869000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1909000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1909000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1780000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1804000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1834000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,us-gaap,1851000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,362000000,2012-04-19,2012-03-31,USD,Q3,10-Q,0001193125-12-170665
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,367000000,2012-07-26,2012-06-30,USD,FY,10-K,0001193125-12-316848
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,469000000,2012-10-18,2012-09-30,USD,Q1,10-Q,0001193125-12-427209
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,491000000,2013-01-24,2012-12-31,USD,Q2,10-Q,0001193125-13-022207
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,473000000,2013-04-18,2013-03-31,USD,Q3,10-Q,0001193125-13-160748
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,382000000,2013-07-30,2013-06-30,USD,FY,10-K,0001193125-13-310206
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,382000000,2013-11-26,2013-06-30,USD,FY,8-K,0001193125-13-455144
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,390000000,2013-10-24,2013-09-30,USD,Q1,10-Q,0001193125-13-409855
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,410000000,2014-01-23,2013-12-31,USD,Q2,10-Q,0001193125-14-018634
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,434000000,2014-04-24,2014-03-31,USD,Q3,10-Q,0001193125-14-157088
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,804000000,2014-07-31,2014-06-30,USD,FY,10-K,0001193125-14-289961
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,815000000,2014-10-23,2014-09-30,USD,Q1,10-Q,0001193125-14-380252
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,978000000,2015-01-26,2014-12-31,USD,Q2,10-Q,0001193125-15-020351
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,984000000,2015-04-23,2015-03-31,USD,Q3,10-Q,0001193125-15-144151
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,670000000,2015-07-31,2015-06-30,USD,FY,10-K,0001193125-15-272806
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,670000000,2015-10-27,2015-06-30,USD,,8-K,0001193125-15-353706
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,700000000,2015-10-22,2015-09-30,USD,Q1,10-Q,0001193125-15-350718
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,727000000,2016-01-28,2015-12-31,USD,Q2,10-Q,0001193125-16-441821
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,753000000,2016-04-21,2016-03-31,USD,Q3,10-Q,0001193125-16-550254
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,526000000,2016-07-28,2016-06-30,USD,FY,10-K,0001193125-16-662209
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,533000000,2016-10-20,2016-09-30,USD,Q1,10-Q,0001193125-16-742796
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1688000000,2017-01-26,2016-12-31,USD,Q2,10-Q,0001564590-17-000654
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1660000000,2017-04-27,2017-03-31,USD,Q3,10-Q,0001564590-17-007547
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1180000000,2017-08-02,2017-06-30,USD,FY,10-K,0001564590-17-014900
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1193000000,2017-10-26,2017-09-30,USD,Q1,10-Q,0001564590-17-020171
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1194000000,2018-01-31,2017-12-31,USD,Q2,10-Q,0001564590-18-001129
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1210000000,2018-04-26,2018-03-31,USD,Q3,10-Q,0001564590-18-009307
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1043000000,2018-08-03,2018-06-30,USD,FY,10-K,0001564590-18-019062
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1065000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1282000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1297000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1187000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1228000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1246000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1278000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1219000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,904000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,905000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1371000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1415000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,898000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,898000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1551000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1631000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1244000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1309000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1341000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1381000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,952000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,2681000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,2777000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,2793000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,2793000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1961000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,1986000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,2007000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,us-gaap,2034000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,528000000,2012-04-19,2012-03-31,USD,Q3,10-Q,0001193125-12-170665
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,432000000,2012-07-26,2012-06-30,USD,FY,10-K,0001193125-12-316848
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,553000000,2012-10-18,2012-09-30,USD,Q1,10-Q,0001193125-12-427209
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,575000000,2013-01-24,2012-12-31,USD,Q2,10-Q,0001193125-13-022207
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,613000000,2013-04-18,2013-03-31,USD,Q3,10-Q,0001193125-13-160748
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,454000000,2013-07-30,2013-06-30,USD,FY,10-K,0001193125-13-310206
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,454000000,2013-11-26,2013-06-30,USD,FY,8-K,0001193125-13-455144
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,479000000,2013-10-24,2013-09-30,USD,Q1,10-Q,0001193125-13-409855
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,500000000,2014-01-23,2013-12-31,USD,Q2,10-Q,0001193125-14-018634
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,525000000,2014-04-24,2014-03-31,USD,Q3,10-Q,0001193125-14-157088
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1075000000,2014-07-31,2014-06-30,USD,FY,10-K,0001193125-14-289961
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1066000000,2014-10-23,2014-09-30,USD,Q1,10-Q,0001193125-14-380252
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1233000000,2015-01-26,2014-12-31,USD,Q2,10-Q,0001193125-15-020351
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1227000000,2015-04-23,2015-03-31,USD,Q3,10-Q,0001193125-15-144151
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,755000000,2015-07-31,2015-06-30,USD,FY,10-K,0001193125-15-272806
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,755000000,2015-10-27,2015-06-30,USD,,8-K,0001193125-15-353706
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,804000000,2015-10-22,2015-09-30,USD,Q1,10-Q,0001193125-15-350718
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,832000000,2016-01-28,2015-12-31,USD,Q2,10-Q,0001193125-16-441821
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,861000000,2016-04-21,2016-03-31,USD,Q3,10-Q,0001193125-16-550254
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,677000000,2016-07-28,2016-06-30,USD,FY,10-K,0001193125-16-662209
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,685000000,2016-10-20,2016-09-30,USD,Q1,10-Q,0001193125-16-742796
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2167000000,2017-01-26,2016-12-31,USD,Q2,10-Q,0001564590-17-000654
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2145000000,2017-04-27,2017-03-31,USD,Q3,10-Q,0001564590-17-007547
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1698000000,2017-08-02,2017-06-30,USD,FY,10-K,0001564590-17-014900
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1701000000,2017-10-26,2017-09-30,USD,Q1,10-Q,0001564590-17-020171
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1700000000,2018-01-31,2017-12-31,USD,Q2,10-Q,0001564590-18-001129
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1717000000,2018-04-26,2018-03-31,USD,Q3,10-Q,0001564590-18-009307
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1260000000,2018-08-03,2018-06-30,USD,FY,10-K,0001564590-18-019062
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1279000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1503000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1518000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1282000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1323000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1346000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1369000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1399000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1267000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1267000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1696000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1722000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1512000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1515000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2275000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2385000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1666000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1826000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1869000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1881000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,1407000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,4315000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,4436000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,4471000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,4471000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2847000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2850000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2866000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,us-gaap,2901000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
FiniteLivedIntangibleAssetsGross,us-gaap,4040000000,2010-07-30,2009-06-30,USD,FY,10-K,0001193125-10-171791
